rating,review
__label__5 ,hurtig ekspedition. pengene var på kontoen i løbet af 1 time.
__label__5 ,hurtig ekspeditionstid - hurtig udbetaling - dejlig overskuelig hjemmesidelet at følge medindeholder alle de oplysninger man skal bruge.
__label__5 ,hurtig effektiv servicepengene kommer det samme.. betjening et fabtadj
__label__5 ,5 hurtige og nem at låne penge fra har kun haft en god oplevelse tak til ferritum
__label__5 ,fantastisk hurtig og lige til højrebenet...
__label__5 ,hurtigt og nemtnæsten smertefrit 
__label__4 ,ermegetglad for atkunnelånede 2o.ooo kr detbetyg der meget formigmange tak m v.h. majbritthsnsen 
__label__5 ,hurtig tilbagemelding og positiv opfølgning
__label__5 ,det er bare fordi
__label__5 ,hurtig service.
__label__5 ,super nemt og hurtigtog dejligt med mulighed for at betale mindre eller mere hvis man har lyst til det.
__label__5 ,meget tilfreds meget venlig kunde service tak
__label__5 ,super stykke arbejde blev gjort for min skyld jeg er meget tilfreds mvh.kent bülow johansen
__label__5 ,super service . jeg tilfreds med din service . tak for din hurtig svar .
__label__5 ,super tilfreds nem og hurtig udbetaling
__label__4 ,det tog et stykke tid før jeg fik adgang til kontoen og at det blev godkendt.
__label__5 ,hurtigt og nemt - god service
__label__5 ,hurtigt nem og fantastisk service.
__label__5 ,det var en super god kundeservice og de lever op til mine forventninger. det de markedsfører sig på er fuldstændig troværdigt og kan helt sikkert anbefale denne virksomhed. super godt
__label__5 ,hurtigt og nemtkan anbefales
__label__5 ,det er nemt hurtigt og flink betjening pengene stod der 10 min efter ansøgning kan anbefales
__label__5 ,hurtigt sagbehandling og hurtigt udbetaling samt nem at søge
__label__5 ,hurtig og nem betjening og god service og høflige og venlige medarbejdere når man ringer
__label__1 ,spild af dine pengealt for høje rente.
__label__5 ,kun godt at sigesuper god service .
__label__5 ,er rigtig godt tilfreds med ferratum.go servicesamt venlig stemme i telefonende i ringede og bød mig velkommen. :-)
__label__5 ,rigtig god og hurtigt ikke så meget bøvl
__label__5 ,meget hurtigt servicesuper godt gået.tusind tak for det.
__label__5 ,fornem behandling
__label__5 ,hurtig behandling og hyggeligt med en personlig velkomst.
__label__5 ,jeg har kun en god oplevelse nogle dejlige mennesker jeg har talt med og glæder mig til at samarbejde mere fremoverhav en skøn weekend til jer herfra :)mvh. haider
__label__5 ,super dejlig nemt og lige tilmeget god kundeservice
__label__5 ,tak for din service er meget tilfreds med hurtigt svar og udbetaling... mange tak for det
__label__1 ,hurtig betjening kunne låne et stort beløb jeg valgteat låne lidt af gangen og pengene var overført næsten inden jeg fik lagt min tablet. så en god bank og oplevelse
__label__5 ,svarer hurtigtfin servicegod betjening.
__label__5 ,ferratum bank erhjælpsom venlig professionelt og mega hurtig. tilbage betalings muligheder er fair og forståeligt.
__label__5 ,fantastisk hurtig svar og udbetaling har aldrig været utilfreds
__label__5 ,de er toppen af en bank vh steen thomsen.
__label__4 ,meget venlig kundeserviceog hurtig sagsbehandling.!
__label__5 ,den bedste i branchen . stor anbefalinger herfra 
__label__5 ,god service og nem at bruge
__label__5 ,ok hurtigt nemt
__label__5 ,nemthurtigt og overskueligt.
__label__5 ,5 kedelige minutter. rigere efter 45 minutter.
__label__3 ,jeg søgte om 50000 men fik kun 30000 så ved ikke lige hvordan det hænger sammen men håber de sætter de andre 20000 kr til udbetaling
__label__4 ,nem udfyldelse af låne skema og hurtig udbetalling af lånet
__label__5 ,jeg kan kun anbefale ferratum bank. lynhurtig og utrolig søde medarbejdere i kundeservice.
__label__5 ,super oplevelsehurtig sagsbehandling
__label__5 ,meget nemt! og hurtigt
__label__5 ,hurtig servicedet virker lyn hurtigt med udbetaling
__label__5 ,jeg er meget tilfreds
__label__5 ,meget hurtigt nemtlidt høje renter men jeg jo selv valgt denne type lån 
__label__4 ,hurtig serviceog nem ansøgningsproces.
__label__5 ,det køre bedre end dsb
__label__5 ,det var hurtig og nemt. ingen udfordringer med at søge
__label__5 ,det er et dejligt bekendtskab med feratum bank. meget fin service og enkelt og let at ansøge et lån. også meget enkelt og let med tilbagebetaling af lån. man bestemmer selv hvad som skal betales. de er meget gode til at svare på eventuelle spørgsmål man måtte have. jeg kan kun give dem 5 stjerner men de fortjener 10. mvh. gurli
__label__5 ,hurtig ansøgning og hurtig respons
__label__4 ,god service..
__label__5 ,meget hurtigt svarog hurtig udbetaling nemt og enkelt! 
__label__5 ,jeg har kun en god oplevelse medjer venlig og hjælpsom personale sår jeg vil gerne anbefale jer til andre venligst hilse og tak for hjælpen pia dons larsen
__label__5 ,hurtig behandling uden noget dikkedar
__label__5 ,troværdig bank. ikke nogen skjult gebyereller andet . meget tilfreds
__label__4 ,jeg er godt tilfreds med at det gik nemt at låne penge
__label__5 ,nemt og overskueligtpengene var der allerede efter 1 time
__label__5 ,hurtig og god service intet at klage over der og så det så overkommeligt og finde rundt på siden
__label__5 ,rigtigt godt stedgod servicekan stort anbetale hos dem. jeg har ingen problemer hos ferratum bank.
__label__5 ,godt bank hjalpe til mennesker i for top10
__label__5 ,tak for altden best lan
__label__5 ,reference: ae405080nem og overskuelig hjemmeside.det er ret nemtat ansøge og man får svar indenfor rimelig kort tid.udbetalingen sker også ret hurtigtsom regel indenfor 5 min.jeg har nu modtaget min første fakture.den er nem at finde ud afsamt du kan ændre beløbet som du vil indbetale.minimumsbeløbet hed i dette tilfælde ca. 275 - kr.jeg valgte at indbetale 300 - og kunne se dem blive registreret efter små 10 min.alt i alt en god oplevelse.jeg kan varmt anbefale jer til andre.
__label__5 ,super professionel behandling af ansøgning
__label__5 ,god og venlig kundeservice....nem og hurtig udbetaling
__label__5 ,meget hurtig til at ubetal penge og rigtig søde at snakke med
__label__5 ,det har været en super oplevelse hele vejen igennem - tak!
__label__5 ,fantastisk hurtig ekspedition
__label__5 ,jeg vil anbefale til alle som har brug for ekstra penge. meget tilfreds :)
__label__5 ,det var rigtig god mange tak
__label__5 ,alt er så fint! super service.
__label__5 ,det virker bare :) ikke ret meget andet at sige om det.
__label__5 ,det er helt sikkert det bedste sted at låne penge. de er altid søde og rare at snakke med 
__label__5 ,hvis alt går som hidtilså er der ingen problemer her.så vil gerne give mine 5 stjerner.
__label__5 ,super god oplevelse og vildt hurtig sagsbehandling
__label__5 ,søde og skrive med meget hjælp som hurtigt udbetaling og de er fode til og hjælpe hvis man har brugt for mere hjælp
__label__5 ,dejlig nemt at låne og meget overskuelig hvad du skal betale kan varmt anbefale dem til andre
__label__5 ,hurtig svarsamt hurtig udbetaling. vil til enhver tid anbefale ferratum
__label__5 ,hurtig og kompetent sagsbehandling. henvender sig til kunderne med et sprog der er til at forstå.
__label__5 ,jeg har fået god service
__label__5 ,jeg synes min oplevelse er fantastisk og vil stærkt anbefale ferratum bank. de er super hjælpsom og cool omkring deres samarbejde. bedste bank ever og vil arbejde med dem en anden gang. tusind tak ferratum i hjalp mig i en svær tid og er evig taknemlig. shuroq
__label__5 ,nemhurtigog hjælpsomt personmale. er nu førstegangskundemen hjælpsomt personale inden lånets blev færdiggjortfor at få det rette lavrente låndet er altid godt.
__label__2 ,har lånt hos ferratum et par gange når pengene ikke har slået til sidst på måneden.når jeg har indfriet mit skyldige sidst på månedenhar jeg inden for få timer modtaget en bekræftelse på at indfrielsen er sket.da jeg onsdag den 30. september indfrier min seneste gæld kommer der ingen bekræftelse - hvilket jeg kontakter dem omkring - i dag tirsdag en lille uge efter står sagen stadig uforløst - deres regnskabs-afdeling kigger på sagen. har selvfølgelig for længst sendt alle nyttige informationer om min straksoverførsel og tjekket mange gange at jeg har overført korrekt med de rigtige informationer. min bank har også bekræftet straksoverførslen.jeg vil ønske de tog dette lidt mere seriøst og fik det løst. det kan da ikke være svært at se om man har modtaget et beløb som mangler ejermand.har desværre ændret mit syn på deres service efter en ellers god start.
__label__5 ,super tilfredshurtigt svarog pengene meget hurtigt til rådighed. god og overskuelig side at finde rundt i.
__label__5 ,hurtig og nemt.rare medarbejdere at tale med i tlf.
__label__4 ,jeg havde lidt problemer med selv at udfylde ansøgning korrektmen så blev jeg straks guidet via chat:-)alt i alt positivt!
__label__5 ,de virker realistisk i kreditbeløbafdrag og endda er de large med første periode for første afdrag. de virker transperant i deres låne aftalerpengene kommer hurtigt. selv i mit tilfælde hvor der kig 1 time og 30 min. var deres chat service medarbejder lynhurtigt til at fortælle hvor længe der ville gå. og jeg fik dem førsamt fortalte chat service medarbejderen begrundelsenfor forsinkelsen uden tøven (service nedbrud) som var sket om natten op til dagen jeg søgte og fik udbetalt kreditbeløb. super kompetent service. og de virker realistisk og retfærdig i forhold til det hele indtil videre.samtidig er deres løsning og selvbetjening super nemt. pt. kan jeg anbefale dem hvis det er absolut nødvendigt at lånei forhold til mange andre låne muligheder for små lån på markedet.
__label__5 ,meget positiv oplevelseog fint med en opringning fra en kunderådgiver efter et par dageså man lige kunne svar på et par spørgsmål.
__label__5 ,fremragende og hurtig!
__label__5 ,super hurtig betjening og penge på kontoen inden for 45 min
__label__5 ,tusind tak for lånt penge hurtig udbetalt og dejlig nemt
__label__5 ,hurtigt og nemtmen det er jo ikke noget man gøruden at tænke det igennemfor pengene skal jo ogsåden anden vej igenmit råd er bruge det med om tankeog sørg for at der er råderum til det i økonomienforeksempelhvis man en måned har fået mindre udbetalt i lønfordi man har holdt ferieeller hvis der kommer nogle uforudset udgiftermen ellers hurtigt og nemt
__label__5 ,det gik så nemt med at ansøge om en kredit og fik lynhurtigt svar. har fået en god behandling. gode til at oplyse om de ting jeg skal vide.
__label__5 ,fik lånet og det hjalp mig rigtigt meget... mange gange tak for det ferratum bank
__label__4 ,fin og behagelig vejledning med kundeservice medarbejderen som gav sig god tid til at sætte mig ind i diverse procedurer. virkeligt tilfredsstillende.
__label__5 ,simpelthen perfekt service og en sød medarbejder der kontaktede mig pr.tlf og ønskede mig velkommen hos dem
__label__5 ,hurtig og god kundeservicesøde og rare personale. har kun positiv respons
__label__4 ,det var hurtigt og nemt og der er super god kundeservice og absurd hurtig svartid på chat.so far ingen problemer eller kritik.
__label__5 ,hurtig service! nemt og enkelt!
__label__5 ,jeg har kun haft gode oplevelser med jer :)
__label__5 ,har intet at klage over. alle former for lån og lignende er beskrevet grundigt og nemt at overskue.ingen ubehagelige overraskelser
__label__5 ,superb lånhurtig og lige til
__label__5 ,jeg er meget tilfreds med den behandling i har givet mig og at det gik hurtigt med at få pengene udbetalt med venlig hilsen betina
__label__5 ,jeg er godt tilfreds med den behandling jeg fik.ingen grund til klage fra mig 
__label__5 ,go service og hjælpsom
__label__5 ,der er ikke noget at anmærke ud over de 5 stjerner indtil videre
__label__5 ,fik en god behandling og lånet blev hurtigt udbetalt.
__label__5 ,jeg vil helt bestemt anbefale ferratum bank .jeg har altid fået god behandling af dem.men kig selv på deres hjemmeside og få samme gode behandling.
__label__1 ,de er for dumme til og bruge deres eje betaling måde når man betaler dem med deres link de sende ud bliver de ved med og sende rykker ud selv om pengene er trukket i banken de svindel og bedrager hold jer langt væk
__label__5 ,hurtigttrygt og professionelt.
__label__5 ,rigtig godt sted at tage lånhurtig udbetaling og svar
__label__5 ,det kunne sørme ikke bliver bedre.hjemmesiden den dur bare fino.
__label__1 ,den nye renteer kun for nye kunder.når jeg regner på udtrækgiver det omkring 100% i åop
__label__5 ,de var nemme at skrive til
__label__5 ,super anja er dejlig
__label__5 ,god service og hurtigt udbetaling
__label__5 ,super serviceet godt stedat låne vedda det er overskueligtat finde rundt.
__label__5 ,dejlig hurtigt og nemt. god kundeservice med kompetente medarbejdere. en klar anbefaling som et supplement til en alm. lønkonto og med renter der er fornuftige.
__label__5 ,hurtigt svarhurtig overførsel
__label__5 ,meget flinke at snakke med kan varmt anbefale til andre
__label__5 ,nem og hurtigt at søge om lån. pengene kom hurtigt.
__label__5 ,det er hurtigt og enkelt at ansøge om kredit.
__label__5 ,rigtig god servicepengene kommer som lovet inden for tiden
__label__5 ,det har været en god og hurtig servicekan kun anbefales
__label__5 ,fantastisk service og lyn hurtig betjening.
__label__5 ,fra start fik jeg en god og fair behandling. kan godt li jeres hjemmeside. tingene er sat op så man forstår detog virkelig seriøst!
__label__5 ,hurtigogoverskueliglånansøgning .. hurtigindbetaling
__label__5 ,giver 5 stjerner for hurtighed og letheden i at søge
__label__5 ,fremragende bank - noget de gamle konservative banker kunne lære afhos ferratum er banken til for digog ikke omvendt.super effektiv service.venligst martin.
__label__5 ,jeg synes ferratum bank er et godt bud på at låne penge fordi det går hurtigt med at få pengene hvis du bliver godkendt.
__label__4 ,det er en fin kassekredit at have
__label__5 ,hej jeg har ikke noget problem med jer endnu
__label__5 ,meget godt det er godt
__label__5 ,ansøgte om et lån og ca 5 min efter var det godkendt.hurtig service og god kundeservice hvis man har brug for hjælpkan varmt anbefale dem
__label__5 ,hurtigt og nemt 
__label__5 ,super nemt og hurtigt
__label__5 ,god hjælp ros skal de have
__label__5 ,skulle lige hurtig bruge nogle penge og wupti så hjalp ferratum
__label__5 ,det gik hurtig med at få et svær om man kunne få et lån.
__label__5 ,fantastisk super
__label__5 ,hurtigt og nemt. og ok renter. god i en nød situration.
__label__1 ,jeg har fået den her -link til anbefaling 6 gange
__label__5 ,hurtigt og nemt service/hjælp. ren 5 stjerne bank!
__label__5 ,jeg har mødt forståelse og vejledning i topklassevenlige medarbejder på kundeservice og ellers. jeg kan kun på det varmeste anbefale at man prøver at søge her.efter at have prøvet at hjælp andre steder møder man såher faglige medarbejder der ved hvad de snakker omog ellersstiller dig videre . tak for hjælpen
__label__5 ,god servicepengene hurtig i banken
__label__5 ,hurtigt og effektivt sagsbehandling når man er i økonomisk krise
__label__5 ,lige til og nemtkanon kundeservice.
__label__5 ,man har hurtig pengene
__label__5 ,super hurtigt med svar og super kundeservicekan helt klart anbefales
__label__1 ,jeger glad med ferratum bank
__label__5 ,nemtog meget hurtigt
__label__5 ,er fuldt ud tilfreds. kan kun anbefale dem
__label__4 ,god servicepengene kom hurtigt
__label__5 ,godt sted og låneer super tilfreds
__label__1 ,sjovt at ferratum bank ikke har adresse i danmark? men på malta... hvor meget betaler i i skat i danmark?meget må man gå ud fra!!! med de renter kunderne får lov til at betale....hold jer langt væk fra denne udenlandske bank...
__label__4 ,det er hurtigt og nemtikke e n masse for mig ligegyldige spørgsmål.
__label__5 ,lig til og snakke med med hurtig behandling
__label__4 ,gennemskuelig ansøgningsprocesrenter burde dog være lavere.
__label__5 ,perfekt og sublim kundeservice
__label__5 ,ferratum er en af bedste bank til sin service
__label__2 ,det en alt for dyrt låne mulighed.
__label__5 ,nemt hurtigt. og super rare medarb. og svarer hurtigt ved noget som helst.
__label__5 ,ferratum bank yder den bedste service nogensinde nemt bekvemt og meget trygt kan varmt anbefales med venlig hilsen julie alstrup
__label__4 ,god service og supportmvh susanne
__label__3 ,jeg har lige ansøgt og fået den godkendt men der er intet kommet på min konto overhovedet det synes jeg er mega meget for dårlig når de skriver det tager 45 min men der er gået flere timer men der er stadig ikke sket noget over hovedet mvh kristina rasmussen
__label__5 ,god oplevelse
__label__5 ,godt låne firma
__label__5 ,super imødekommende
__label__5 ,5 stjerner fordi i kunne imødekomme min lån nemt og uden man skulle sende alverdens papirer. venlige og “dikkedarer”
__label__5 ,simpelthen en fanatisk service. pengene var hurtigt inde
__label__5 ,i er godt fint tak for lån så hvornår skal jeg lån igen
__label__5 ,jeg stod og mangler penge. og tak til jer som har lånt mlg de penge
__label__5 ,jeg rigtig meget glad kende ferratum
__label__1 ,svartiden på kundeservice er 1 måned. alt for dyrt og alt for skod.
__label__1 ,hvis jeg kunne give mindreså havde jeg gjort det.jeg har lånt ved demog var fair nok bagud med en betaling. hertil sender de en sms omat jeg kan få slettet det resterende på min skyldige fakturahvis jeg bare betaler 60 % af det udestående beløb.jeg kan ikke tilgå anden bank i linketog ringer derfor indhvor hun sigerat jeg bare skal gøre det gennem hjemmesidensom jeg normalt ville gøremen at jeg skal betale beløbetsom linket sigerog skrive anvisningerne fra det og hjemmesiden. jeg gør begge dele.efterfølgende modtager jeg sms på sms medat de ikke har modtaget min betalingog jeg ringer ind flere gangefordi jeg jo har betaltsom de menerat jeg skalog det ender til sidst medat jeg skal vente til maj månedog når jeg har betalt 522 kroner for maj månedså ville det gå iorden.nu står vi i maj måned.jeg har betalt de 522 kronersom jeg skullemen får igen en sms medat de ikke har modtaget min betaling. jeg ringer derfor ind endnu engangog jeg får nu besked påat jeg kan betale 379 kronerog så vil de slette maj måned. eller så kan jeg betale 522 kronerså slettes de 379 kroner. jeg påpegerat jeg jo allerede har betalt de 522 kronersom jeg hele tiden har haft en aftale omog hun begynder her at sigeat de 522 kronersom jeg har indbetalthar dækket for tidligere faktureringer. samtidig siges derat jeg har misforståethvad den medarbejdersom jeg lavede aftalen medsagde til mig. jeg fik specifikt besked påat de kunne seat jeg havde betalt de 60% som sms'en foreskrevmen det ville først gå iordennår jeg havde betalt for min maj faktura.jeg har tidligere været kunde ved jerhvor det var rigtig godt. nu hvor i er skiftet over til at være en bankså synes jeg bestemtat i er blevet rigtig dårlige..
__label__5 ,super godt jeg er tilfreds
__label__5 ,god service og hurtig udbetaling
__label__5 ,absolut 5-stjerners oplevelse. ikke mindre end 5 stjerner.service er i toppenhastigheden mangler heller ikke noget og effektivitet af hele processen er super fin.fantastisk!tusind tak!
__label__5 ,bare godtgod service
__label__5 ,de er god ved deres kunder er altid høflig
__label__5 ,yderst tilfreds. aftale og penge til rådighed gik meget stærkt.
__label__2 ,jeg har været kunde hos ferratumbank og har en hård kamp med at få mig selv blokeret for at opnå nye lån. det lykkedes til sidst efter 2 yderlige lån.jeg har udtrykkeligt meddelt dem at jeg ikke er interreseret i nogle form for lån.men i forbindelse med corona/covid-19er /ferratumbank begyndt at sende lumske smser ud med skagenfinas og med navne som hanne. jeg syntes at det er forkastligt at de sender uopfordrede sms og udnytter krisen i denne tidhvor vi burde stå sammeni stedet for at lugte blod og udnytte corona krisen og at folk er økonomisk presset. man kan godt afmelde eller selv blokeremen alligevel dukkede der en ny sms op 3 dage efter. hvorfor gemmer i jer bag simple fornavne som hanne og kalder jer skagens finans som reelt er /ferratumbank. det er ikke ok marked skikog jeg finder det yders uetisk. hvis man har en sund og ærlig forretning bruger da ikke disse slørings fælder men står ved sit produkt?
__label__1 ,svindel af guds både små problemer og man blir udelukket 3 måneder. så for man besked man ku låne igen. men nej alligevel så var det 6 måneder udelukkelse istedet for 3. så det gået så man helt udelukket. utroværdig planter vi her
__label__2 ,prøv lige at se nogle tårnhøje renter kun låne 5000 10000 tilbage betales og det er kun 1 år
__label__5 ,det er mig jørn larsen der har fået penge er rigtig glad
__label__5 ,har haft en skøn oplevelse.. hele vejen.
__label__1 ,super! men en fandens masse skrivning trods brugen af nem-id. så vær tålmodig.
__label__5 ,hurtigt og nemt! kan kun varmt anbefales!
__label__5 ,jeg anbefaler ferratum bank (:
__label__5 ,det er en rigtig god måde at få styr på sin økonomi
__label__5 ,jeg havde brug for penge til en uventet regningog det tog 10 minutterså stod pengene på kontoen
__label__1 ,da jeg ringede til jer fordi jeg ikke kunne komme igennem på chatten havde jeg en yngre mand i røret der spydigt eller hånene sagde at det var da også synd for os at jeg går hjemme og konen er hjemsendt med minimumsløn s¨jeg ville høre om vi kunne sætte det hele i bero indtil konen startede på arbejde igen. jeg fik kun et hånene svar at jeg skulle betale 1620. kr. til den 1/4-2020 hvorefter han lagde røret på. det er bare ikke en måde at behandle folk på.. alternativet er at jeg helt stopper indbetalinger til jer. jeg er i forvejen erklæret insolvent.
__label__5 ,jeg er rigtig godt tilfreds.gik super hurtigt
__label__5 ,meget godt. afgiv5 stjerne . tusind tak for at jeg må lån penge af ferratum bank . mvh charlotte
__label__2 ,synes det er for dårligt at ferratum bestemmer hvad afdrag skal være uden at informere i låneansøgning om dette.
__label__5 ,super hurtig
__label__4 ,pengene var på kontoen stort set med det samme..
__label__5 ,fok en god og hurtig behandling.kan kun varmt anbefales 
__label__5 ,hurtig service 
__label__5 ,hurtigt og nemt. + god service
__label__5 ,hurtig hjælpnår man virkelig har brug for den ..ros herfra 
__label__5 ,rigtig god servicebehjælplige samt tone.
__label__5 ,super service og hurtig udbetaling og nemt og sikkert at betale tilbage.
__label__5 ,et ansøgningsskema der er nemt at udfylde og til at forstå....hurtig vurdering og pengene er hurtigt på kontoen ......kort sagt en go og hurtig ekspedition......alle regler og oplysninger kommer på mail så man kan sidde og læse det hele igennem og forstå det hele ......et selskab man kan anbefale til andre
__label__5 ,god servicetak!
__label__5 ,super nemt og super hurtigttommel op
__label__5 ,jeg er bleven behandlet meget godt. det var nemt at låne penge. jeg blev overrasket høre fra banken så hurtigt at jeg ikke tro mine øjne da jeg fik en besked fra banken. jeg vil anbefale andre at låne fra banken.
__label__1 ,en åop på 262 91 %.det siger vist meget om dette firma`s mangel på moral. lån aldrig noget af dem. godt nok overholder de lovgivningensom vist bliver ændret d. 1. juni. men indtil da skal de åbenbart med loven i håndendrive endnu flere ud i økonomisk uførebare fordi de kan.ferratum er noget af det mest umoralske der findes.så lån aldrig penge af dette firma.husk det. lån ikke penge af ferratum.
__label__1 ,ferratum har lavet en ny betalingsformhvor man direkte overfører fra bank til ferratummen din betaling bliver først bogført flere dage efterhvis den bliver bogført.det opdager du først når rykkerne kommermed gebyrer og deres i forvejen alt for høje renter stadig tikker ind på kontoen.når du så kontakter demkan de desværre ikke se din betalingså du skal sende en kvittering for at du har betalt.det går der så yderligere flere dage medde måske får registreretmedens renterne stadig tikker ind og du får flere rykkeremed gebyrer.hvis man er heldigbliver betalingen registreret efter en uge eller 2 og så har de lige tjent yderligere op til 500 kr. ekstra i renter + rykkergebyrer på noget du har betalt rettidigt.det er da fup og snyd af værste skuffe.
__label__5 ,super god kundeservice og hurtigt ansøgning kan klart anbefales.
__label__5 ,er tilfreds med det lån jeg fik
__label__5 ,super god.fantastisk og hurtigt service jeg er meget tilfreds.
__label__4 ,det er godt og den ros skal i have ros
__label__5 ,jeg syntes at ferratum er fremragende meget flikpersonale og hurtig lån.mvh.hanne saks.
__label__5 ,jeg giver jer 5 stjerner.: )<3
__label__5 ,jeg er yderst tilfreds med farratum bank.
__label__1 ,ja det er let at låne men når man ikke længere kan betale deres skyhøje renter er de ikke til at snakke medjeg har kontaktet dem 20 gange på 2 måneder og vil gerne betale hvis jeg kan få en rente nedsættelse 2500 kr koster det lån på 20000 bare i renter og det kan jeg ikke betale pt.men der er ingen mulighed for at få en aftale med dem.ville ellers gerne betale hvad jeg skylder.
__label__5 ,god serviceog det gik stærkt med svar
__label__5 ,fair bank!jeg vil varmt anbefale ferratum bank! ingen unødvendige spørgsmål! god og fair behandling.
__label__5 ,hurtig og super servicehvis du lige står og mangler lidt penge.
__label__2 ,ferratum snyder en! selv når man har indfriet hele sin gæld så er de så flabet og vil have flere penge. det dårlig service man skal ikke betale mere end hvad man skylder det snyd det der.
__label__5 ,go låneudbydere
__label__4 ,tak..for at låne hos jer
__label__1 ,læser i reklamen: firmaet kræver over 200% i årlig rente. det er jo åger! hvordan kan det give over 4noget stjerner! virker som fupstemmer fra købte folk! la' vær' ven.bare skruppelløse!jesu fred m dig. v.h. irene.
__label__5 ,super betjening og let at ansøge. fik lynhurtigt hjælp da jeg kontaktede dem
__label__2 ,hold nu kæftman skulle tro at når man tjener millioner på skyhøje renter og gebyrer at de i det mindste ville smide lidt af det ind i deres online systemermen næh nejhold nu kæft hvor deres nye systemer sejler. jeg kan hæve penge uden at underskrive på en kontrakt med mit nem-idmen skal jeg betale så vil de rigtig gerne have mit cpr-nrmine bank oplysningersom begge går igennem trustly et program som ingen kender eller har hørt omsom ikke vil lade mig betale der da ikke er nok penge på min konto? sådan noget vrøvl! der er ingen andre former for betaling af ens gæld end trustly eller hvis man ringerdet kan simpelthen ikke være rigtigt!det heler virker meget utroværdigt og kan kun på det kraftigste anbefale at man aldrig nogensindeså meget som kigger på deres hjemmesideellers risikere du et lån som du ikke kan betale tilbage igenså ferratum kan trække en helvedes masse renter og gebyer på dig inden da.update: det lykkedes mig heldigvis at komme igennem til en sød og fornuftig medarbejder der virkede til at forstå mig og kunne hjælpehar derfor givet hende 2 stjerner (selvom det var 5 stjernet service) men da virksomheden har fortjent 0 stjernerså lander vi på 2.
__label__5 ,hurtigeffektiv og en fremragende sød og venlig kundebetjening. søger du et hurtigt lånhvor din bank med sikkerhed har talt ned til digså bliv glad igen og få din selvsikkerhed tilbage ved at låne hos ferratum bank. jeg er super glad for dem. held og lykke med dit nye lån!
__label__5 ,meget nem at låner penge når men rigjtigt brug for
__label__1 ,min datter fik ved en fejl indbetalt 500 kr. på et gammelt giro kort den 3. januar 2020. hendes konto var heldigvis lukket nedmen nu kniber det åbenbart for firmaet at tilbage betale de 500 kr. trods gentagne henvendelser og mails er det endnu ikke lykkedes. efter 1 måned synes jeg at det begynder at ligne tyveri.vil kraftig anbefale ikke at bruge dette firma.
__label__1 ,gør det ikke !!!! ja de er søde og høflige og der er hurtig udbetaling men men men så er det også kun tyveri for resten af tiden - i kommer til at betale rigtig mangepenge tilbage før i er ude af jeres lån/kredit det er mange gange op til 3-4 gange så meget som i har fået selvom i betaler et rimeligt stort beløb hver mdr - har kun et at sige - i vil fortryde
__label__4 ,ville ønske renten og tilbage betalingen ikke var så høj 
__label__5 ,nemt og enkelt. super service
__label__4 ,der skal huskes at ringe tilbagenår det siges til kunden.2x har i glemt det i mit tilfælde... håber det ikke er noget der sker ofte..
__label__1 ,lån aldrig penge herrenter ligger over 100% årligt og tilmed er der udtrækningsgebyr når du hæver fra kreditten. betal dem ud hurtigst muligt og vend aldrig tilbage.
__label__5 ,jeg kan kun sige en super bank pà alle màder 
__label__5 ,helt fintnemt og hurtigt
__label__4 ,god service og flinke mennesker
__label__1 ,jeg får en af deres kampanje kloder med at jeg kan lavet et udtræk med fra min kredit. kommer ind på min profil og ser at der er op til 3000 kredit jeg kan udtrække. men den bliver afvistjeg ringer så ind og snakker med dem og den besked jeg får er bare det beklager vi den skulle di ikke se og du kan ikke udtrække noget kredit.jeg spørg om de har tænk sig at efter leve det de lover og det til svar de at det har de ikke.
__label__5 ,en bankder tror på enhøflig betjening jeg kan varmt anbefale dem
__label__5 ,fremragende. de bedste anbefalinger gives hermed.
__label__5 ,super service både telefonisk og på email. en rigtig god bank med fuldt overblik over din egen kredit. jeg er meget glad for for min konto og kredit i ferratum bank.
__label__5 ,god servicegod service godt svar på mit spørgsmål vent ikkede bedste
__label__5 ,hurtigt og nemt 
__label__5 ,er klart bedst hvad angår hurtighed og selve ansøgningen.kan kun anbefale at bruge dem.
__label__1 ,nok den mest dårligste service nogensinde jeg fik anbefalet ferratum det fortryder jeg godt nok jeg havde indbetalt 665 kr fra min mand’s bank i mandags igår ser jeg så jeg har fået en rykker og at de har sendt pengene tilbage jeg ringer så ind idag til en uhøflig medarbejder og fortæller så at jeg har indbetalt han siger så jeg kun kan bruge danske bank som er tilsluttet min bruger men når jeg så går ind på indbetalt kan jeg selv vælge bank og valgte derfor min mand’s bank da vi ikke lige kunne finde mit kort som så er jyske bank jeg fortæller så at jeg godt kan sende konto udtog det ville han ikke have jeg har betalt men i har sendt pengene tilbage forstår ikke hvorfor jeg for en rykker når jeg har betalt men i selv har sendt penge retur
__label__5 ,fantastisk servicehurtigtnemt og lige til.
__label__5 ,rigtig god behandling meget hurtigt med pengene på konto vil godt anbefale dem til andre vil helt sikkert bruge dem igen
__label__5 ,hurtigt. nemt og god service.
__label__5 ,super hurtig
